pageptr,15428,pagetitle,Front Cover,pagefile,15429.jp2,show,0,
pageptr,15429,pagetitle,Front Matter,pagefile,15430.jp2,show,0,
pageptr,15430,pagetitle,Front Matter,pagefile,15431.jp2,show,0,
pageptr,15431,pagetitle,Front Matter,pagefile,15432.jp2,show,0,
pageptr,15432,pagetitle,Title Page,pagefile,15433.jp2,show,0,
pageptr,15433,pagetitle,Page 2,pagefile,15434.jp2,show,0,
pageptr,15434,pagetitle,Page 3,pagefile,15435.jp2,show,0,
pageptr,15435,pagetitle,Letter from the Editor,pagefile,15436.jp2,show,0,
pageptr,15436,pagetitle,Letter from the Assistant Dean of the College,pagefile,15437.jp2,show,0,
pageptr,15579,pagetitle,Colophon,pagefile,15580.jp2,show,0,
pageptr,15580,pagetitle,End Pages,pagefile,15581.jp2,show,0,
pageptr,15581,pagetitle,End Pages,pagefile,15582.jp2,show,0,
pageptr,15582,pagetitle,End Pages,pagefile,15583.jp2,show,0,
pageptr,15583,pagetitle,End Pages,pagefile,15584.jp2,show,0,
pageptr,15584,pagetitle,End Pages,pagefile,15585.jp2,show,0,
pageptr,15585,pagetitle,End Pages,pagefile,15586.jp2,show,1,
pageptr,15586,pagetitle,End Pages,pagefile,15587.jp2,show,0,
pageptr,15587,pagetitle,Back Cover,pagefile,15588.jp2,show,1,
pageptr,15437,pagetitle,Page 6,pagefile,15438.jp2,show,1,
pageptr,15438,pagetitle,Page 7,pagefile,15439.jp2,show,1,
pageptr,15439,pagetitle,Page 8,pagefile,15440.jp2,show,0,
pageptr,15440,pagetitle,Page 9,pagefile,15441.jp2,show,1,
pageptr,15441,pagetitle,Page 10,pagefile,15442.jp2,show,1,
pageptr,15442,pagetitle,Page 11,pagefile,15443.jp2,show,1,
pageptr,15443,pagetitle,Page 12,pagefile,15444.jp2,show,1,
pageptr,15444,pagetitle,Page 13,pagefile,15445.jp2,show,1,
pageptr,15445,pagetitle,Page 14,pagefile,15446.jp2,show,1,
pageptr,15446,pagetitle,Page 15,pagefile,15447.jp2,show,1,
pageptr,15447,pagetitle,Page 16,pagefile,15448.jp2,show,1,
pageptr,15448,pagetitle,Page 17,pagefile,15449.jp2,show,1,
pageptr,15449,pagetitle,Page 18,pagefile,15450.jp2,show,1,
pageptr,15450,pagetitle,Page 19,pagefile,15451.jp2,show,0,
pageptr,15451,pagetitle,Page 20,pagefile,15452.jp2,show,0,
pageptr,15452,pagetitle,Page 21,pagefile,15453.jp2,show,1,
pageptr,15453,pagetitle,Photograph Swarthmore's Jazz Ensemble,pagefile,15454.jp2,show,1,
pageptr,15454,pagetitle,Page 23,pagefile,15455.jp2,show,1,
pageptr,15455,pagetitle,Page 24,pagefile,15456.jp2,show,1,
pageptr,15456,pagetitle,Page 25,pagefile,15457.jp2,show,1,
pageptr,15457,pagetitle,Page 26,pagefile,15458.jp2,show,1,
pageptr,15458,pagetitle,Photograph Rhythm N Motion,pagefile,15459.jp2,show,1,
pageptr,15459,pagetitle,Page 28,pagefile,15460.jp2,show,1,
pageptr,15460,pagetitle,Page 29,pagefile,15461.jp2,show,1,
pageptr,15461,pagetitle,Page 30,pagefile,15462.jp2,show,1,
pageptr,15462,pagetitle,Page 31,pagefile,15463.jp2,show,1,
pageptr,15463,pagetitle,Page 32,pagefile,15464.jp2,show,1,
pageptr,15464,pagetitle,Page 33,pagefile,15465.jp2,show,1,
pageptr,15465,pagetitle,Men's Soccer,pagefile,15466.jp2,show,1,
pageptr,15466,pagetitle,Women's Soccer,pagefile,15467.jp2,show,1,
pageptr,15467,pagetitle,Cross Country,pagefile,15468.jp2,show,1,
pageptr,15468,pagetitle,Field Hockey,pagefile,15469.jp2,show,1,
pageptr,15469,pagetitle,Volleyball,pagefile,15470.jp2,show,1,
pageptr,15470,pagetitle,Swimming,pagefile,15471.jp2,show,1,
pageptr,15471,pagetitle,Men's Basketball,pagefile,15472.jp2,show,1,
pageptr,15472,pagetitle,Women's Basketball,pagefile,15473.jp2,show,0,
pageptr,15473,pagetitle,Indoor Track,pagefile,15474.jp2,show,0,
pageptr,15474,pagetitle,Badminton,pagefile,15475.jp2,show,1,
pageptr,15475,pagetitle,Men's Lacrosse,pagefile,15476.jp2,show,1,
pageptr,15476,pagetitle,Women's Lacrosse,pagefile,15477.jp2,show,1,
pageptr,15477,pagetitle,Baseball,pagefile,15478.jp2,show,1,
pageptr,15478,pagetitle,Softball,pagefile,15479.jp2,show,1,
pageptr,15479,pagetitle,Tennis,pagefile,15480.jp2,show,1,
pageptr,15480,pagetitle,Golf,pagefile,15481.jp2,show,1,
pageptr,15481,pagetitle,Track & Field,pagefile,15482.jp2,show,1,
pageptr,15482,pagetitle,Page 51,pagefile,15483.jp2,show,1,
pageptr,15483,pagetitle,Club and Intramural Sports,pagefile,15484.jp2,show,1,
pageptr,15484,pagetitle,Club and Intramural Sports,pagefile,15485.jp2,show,1,
pageptr,15485,pagetitle,Page 54,pagefile,15486.jp2,show,1,
pageptr,15486,pagetitle,Page 55,pagefile,15487.jp2,show,1,
pageptr,15487,pagetitle,Page 56,pagefile,15488.jp2,show,0,
pageptr,15488,pagetitle,Page 57,pagefile,15489.jp2,show,1,
pageptr,15489,pagetitle,Page 58,pagefile,15490.jp2,show,1,
pageptr,15490,pagetitle,Page 59,pagefile,15491.jp2,show,1,
pageptr,15491,pagetitle,Page 60,pagefile,15492.jp2,show,1,
pageptr,15492,pagetitle,Page 61,pagefile,15493.jp2,show,1,
pageptr,15493,pagetitle,Page 62,pagefile,15494.jp2,show,1,
pageptr,15494,pagetitle,Page 63,pagefile,15495.jp2,show,1,
pageptr,15495,pagetitle,Page 64,pagefile,15496.jp2,show,1,
pageptr,15496,pagetitle,Page 65,pagefile,15497.jp2,show,0,
pageptr,15497,pagetitle,Page 66,pagefile,15498.jp2,show,1,
pageptr,15498,pagetitle,Page 67,pagefile,15499.jp2,show,0,
pageptr,15499,pagetitle,Page 68,pagefile,15500.jp2,show,0,
pageptr,15500,pagetitle,Page 69,pagefile,15501.jp2,show,1,
pageptr,15501,pagetitle,Dana,pagefile,15502.jp2,show,1,
pageptr,15502,pagetitle,Hallowell,pagefile,15503.jp2,show,1,
pageptr,15503,pagetitle,Parrish,pagefile,15504.jp2,show,1,
pageptr,15504,pagetitle,DKAP,pagefile,15505.jp2,show,1,
pageptr,15505,pagetitle,PPR,pagefile,15506.jp2,show,1,
pageptr,15506,pagetitle,Willets,pagefile,15507.jp2,show,1,
pageptr,15507,pagetitle,Wharton,pagefile,15508.jp2,show,1,
pageptr,15508,pagetitle,Mary Lyon,Strath Haven,pagefile,15509.jp2,show,1
pageptr,15509,pagetitle,Page 78,pagefile,15510.jp2,show,1,
pageptr,15510,pagetitle,Mertz,pagefile,15511.jp2,show,1,
pageptr,15511,pagetitle,Page 80,pagefile,15512.jp2,show,1,
pageptr,15512,pagetitle,Page 81,pagefile,15513.jp2,show,1,
pageptr,15513,pagetitle,Page 82,pagefile,15514.jp2,show,1,
pageptr,15514,pagetitle,Page 83,pagefile,15515.jp2,show,1,
pageptr,15515,pagetitle,Page 84,pagefile,15516.jp2,show,1,
pageptr,15516,pagetitle,Page 85,pagefile,15517.jp2,show,1,
pageptr,15517,pagetitle,Page 86,pagefile,15518.jp2,show,1,
pageptr,15518,pagetitle,Page 87,pagefile,15519.jp2,show,0,
pageptr,15519,pagetitle,Page 88,pagefile,15520.jp2,show,0,
pageptr,15520,pagetitle,Page 89,pagefile,15521.jp2,show,0,
pageptr,15521,pagetitle,Page 90,pagefile,15522.jp2,show,0,
pageptr,15522,pagetitle,Page 91,pagefile,15523.jp2,show,0,
pageptr,15523,pagetitle,Page 92,pagefile,15524.jp2,show,0,
pageptr,15524,pagetitle,Page 93,pagefile,15525.jp2,show,0,
pageptr,15525,pagetitle,Page 94,pagefile,15526.jp2,show,0,
pageptr,15526,pagetitle,Page 95,pagefile,15527.jp2,show,0,
pageptr,15527,pagetitle,Page 96,pagefile,15528.jp2,show,0,
pageptr,15528,pagetitle,Page 97,pagefile,15529.jp2,show,0,
pageptr,15529,pagetitle,Page 98,pagefile,15530.jp2,show,0,
pageptr,15530,pagetitle,Page 99,pagefile,15531.jp2,show,0,
pageptr,15531,pagetitle,Page 100,pagefile,15532.jp2,show,0,
pageptr,15532,pagetitle,Page 101,pagefile,15533.jp2,show,0,
pageptr,15533,pagetitle,Page 102,pagefile,15534.jp2,show,0,
pageptr,15534,pagetitle,Page 103,pagefile,15535.jp2,show,0,
pageptr,15535,pagetitle,Page 104,pagefile,15536.jp2,show,0,
pageptr,15536,pagetitle,Page 105,pagefile,15537.jp2,show,0,
pageptr,15537,pagetitle,Page 106,pagefile,15538.jp2,show,0,
pageptr,15538,pagetitle,Page 107,pagefile,15539.jp2,show,0,
pageptr,15539,pagetitle,Page 108,pagefile,15540.jp2,show,0,
pageptr,15540,pagetitle,Page 109,pagefile,15541.jp2,show,0,
pageptr,15541,pagetitle,Page 110,pagefile,15542.jp2,show,0,
pageptr,15542,pagetitle,Page 111,pagefile,15543.jp2,show,0,
pageptr,15543,pagetitle,Page 112,pagefile,15544.jp2,show,0,
pageptr,15544,pagetitle,Page 113,pagefile,15545.jp2,show,0,
pageptr,15545,pagetitle,Page 114,pagefile,15546.jp2,show,0,
pageptr,15546,pagetitle,Page 115,pagefile,15547.jp2,show,1,
pageptr,15547,pagetitle,Page 116,pagefile,15548.jp2,show,1,
pageptr,15548,pagetitle,Page 117,pagefile,15549.jp2,show,1,
pageptr,15549,pagetitle,Page 118,pagefile,15550.jp2,show,1,
pageptr,15550,pagetitle,Page 119,pagefile,15551.jp2,show,1,
pageptr,15551,pagetitle,Page 120,pagefile,15552.jp2,show,1,
pageptr,15552,pagetitle,Page 121,pagefile,15553.jp2,show,0,
pageptr,15553,pagetitle,Page 122,pagefile,15554.jp2,show,0,
pageptr,15554,pagetitle,Page 123,pagefile,15555.jp2,show,0,
pageptr,15555,pagetitle,Page 124,pagefile,15556.jp2,show,0,
pageptr,15556,pagetitle,Page 125,pagefile,15557.jp2,show,0,
pageptr,15557,pagetitle,Page 126,pagefile,15558.jp2,show,0,
pageptr,15558,pagetitle,Page 127,pagefile,15559.jp2,show,0,
pageptr,15559,pagetitle,Page 128,pagefile,15560.jp2,show,0,
pageptr,15560,pagetitle,Page 129,pagefile,15561.jp2,show,0,
pageptr,15561,pagetitle,Page 130,pagefile,15562.jp2,show,0,
pageptr,15562,pagetitle,Page 131,pagefile,15563.jp2,show,0,
pageptr,15563,pagetitle,Page 132,pagefile,15564.jp2,show,0,
pageptr,15564,pagetitle,Page 133,pagefile,15565.jp2,show,0,
pageptr,15565,pagetitle,Page 134,pagefile,15566.jp2,show,0,
pageptr,15566,pagetitle,Page 135,pagefile,15567.jp2,show,0,
pageptr,15567,pagetitle,Page 136,pagefile,15568.jp2,show,0,
pageptr,15568,pagetitle,Page 137,pagefile,15569.jp2,show,0,
pageptr,15569,pagetitle,Page 138,pagefile,15570.jp2,show,0,
pageptr,15570,pagetitle,Page 139,pagefile,15571.jp2,show,0,
pageptr,15571,pagetitle,Page 140,pagefile,15572.jp2,show,0,
pageptr,15572,pagetitle,Page 141,pagefile,15573.jp2,show,0,
pageptr,15573,pagetitle,Page 142,pagefile,15574.jp2,show,0,
pageptr,15574,pagetitle,Page 143,pagefile,15575.jp2,show,0,
pageptr,15575,pagetitle,Page 144,pagefile,15576.jp2,show,0,
pageptr,15576,pagetitle,Page 145,pagefile,15577.jp2,show,0,
pageptr,15577,pagetitle,Page 146,pagefile,15578.jp2,show,0,
pageptr,15578,pagetitle,Page 147,pagefile,15579.jp2,show,0,